CustomerId,Frequency,Monetary_Sum,Monetary_Mean,Monetary_Std,Monetary_Min,Monetary_Max,Fraud_Count,First_Transaction_Date,Last_Transaction_Date,Recency,Tenure_Days,Frequency_Daily,Monetary_CV,Fraud_Rate,Monetary_Range,Avg_Txn_Value,is_high_risk_rule,is_high_risk
CustomerId_2443,4,950.0,237.5,962.09,-1000.0,1000.0,0,2018-12-12 07:50:21+00:00,2018-12-13 10:36:54+00:00,2728,1,4.0,4.050905246101451,0.0,2000.0,237.5,1,1
CustomerId_2445,19,784792.0,41304.84,111640.53,-1000.0,460000.0,0,2018-12-15 19:21:56+00:00,2019-01-03 08:35:16+00:00,2707,18,1.0555555555555556,2.70284378289075,0.0,461000.0,41304.84210526316,0,0
CustomerId_2446,62,210623.0,3397.15,5502.02,-622.0,16000.0,0,2018-11-17 09:10:34+00:00,2018-11-30 07:53:52+00:00,2741,12,5.166666666666667,1.619598780854658,0.0,16622.0,3397.1451612903224,0,0
CustomerId_2447,9,12600.0,1400.0,1799.52,-150.0,5000.0,0,2018-11-16 12:03:25+00:00,2018-11-19 11:41:41+00:00,2752,2,4.5,1.285371427653306,0.0,5150.0,1400.0,0,0
CustomerId_2451,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-11-22 19:51:20+00:00,2018-11-22 19:51:20+00:00,2748,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2454,8,4850.0,606.25,1199.24,-1000.0,3000.0,0,2018-12-29 10:11:54+00:00,2018-12-31 11:10:49+00:00,2710,2,4.0,1.9781278317886557,0.0,4000.0,606.25,0,0
CustomerId_2455,2,51000.0,25500.0,34648.23,1000.0,50000.0,0,2018-12-12 14:09:41+00:00,2018-12-12 14:11:48+00:00,2728,1,2.0,1.3587541175937743,0.0,49000.0,25500.0,0,0
CustomerId_2457,9,11592.0,1288.0,2217.67,-1000.0,5000.0,0,2018-12-25 14:09:25+00:00,2018-12-31 15:43:24+00:00,2709,6,1.5,1.7217934769240733,0.0,6000.0,1288.0,0,0
CustomerId_2458,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-04 14:08:10+00:00,2018-12-04 14:08:10+00:00,2736,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2459,381,772145.0,2026.63,5438.96,-5000.0,50000.0,0,2018-11-15 06:28:58+00:00,2018-12-25 12:18:20+00:00,2716,40,9.525,2.6837459217105506,0.0,55000.0,2026.6272965879264,0,0
CustomerId_2461,7,5450.0,778.57,410.14,-50.0,1000.0,0,2018-12-21 19:56:58+00:00,2018-12-23 21:10:26+00:00,2717,2,3.5,0.5267862870046542,0.0,1050.0,778.5714285714286,0,0
CustomerId_2463,7,6700.0,957.14,1198.76,-150.0,3000.0,0,2018-11-17 14:54:59+00:00,2018-11-21 09:37:44+00:00,2750,3,2.333333333333333,1.2524395582125505,0.0,3150.0,957.1428571428572,0,0
CustomerId_2465,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-22 07:37:23+00:00,2018-12-22 07:37:23+00:00,2719,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2468,2,1800.0,900.0,141.42,800.0,1000.0,0,2018-12-04 23:10:56+00:00,2018-12-04 23:14:41+00:00,2736,1,2.0,0.1571333331587407,0.0,200.0,900.0,0,0
CustomerId_2469,6,19000.0,3166.67,6104.64,-5000.0,10000.0,0,2018-12-28 10:09:13+00:00,2018-12-28 10:24:22+00:00,2713,1,6.0,1.9277790227817304,0.0,15000.0,3166.6666666666665,0,0
CustomerId_2477,309,610700.5,1976.38,5383.56,-5000.0,47000.0,0,2018-11-15 19:55:52+00:00,2019-01-03 09:56:52+00:00,2707,48,6.4375,2.7239498463231007,0.0,52000.0,1976.3770226537215,0,0
CustomerId_2482,8,-1835.0,-229.38,861.92,-1000.0,800.0,0,2018-12-04 11:36:11+00:00,2018-12-30 12:34:30+00:00,2710,26,0.3076923076923077,-3.7576074799791055,0.0,1800.0,-229.375,1,1
CustomerId_2491,60,193200.0,3220.0,5047.46,-5000.0,11000.0,0,2018-11-16 05:59:59+00:00,2018-12-29 19:11:39+00:00,2711,43,1.3953488372093024,1.5675341610038716,0.0,16000.0,3220.0,0,0
CustomerId_2492,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-28 11:46:38+00:00,2018-12-28 11:49:43+00:00,2713,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_2495,6,2950.0,491.67,842.86,-1000.0,1000.0,0,2018-12-17 08:28:37+00:00,2018-12-28 23:34:38+00:00,2712,11,0.5454545454545454,1.7142798997004496,0.0,2000.0,491.6666666666667,0,0
CustomerId_2497,2,280500.0,140250.0,197636.35,500.0,280000.0,0,2018-12-14 09:10:39+00:00,2018-12-14 09:14:13+00:00,2727,1,2.0,1.4091718359970826,0.0,279500.0,140250.0,0,0
CustomerId_2503,1,1500.0,1500.0,0.0,1500.0,1500.0,0,2018-12-29 21:47:13+00:00,2018-12-29 21:47:13+00:00,2711,1,1.0,0.0,0.0,0.0,1500.0,0,0
CustomerId_2506,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 15:38:35+00:00,2018-12-28 15:41:36+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_2512,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-11-18 15:33:45+00:00,2018-11-18 15:33:45+00:00,2752,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2513,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-28 17:12:43+00:00,2018-12-28 17:16:34+00:00,2712,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_2514,5,2490.0,498.0,1119.16,-1000.0,2000.0,0,2018-12-27 19:10:32+00:00,2019-01-03 09:56:34+00:00,2707,6,0.8333333333333334,2.2473092324351223,0.0,3000.0,498.0,0,0
CustomerId_2515,9,1425.0,158.33,503.27,-1000.0,500.0,0,2018-12-17 18:43:25+00:00,2018-12-24 09:19:17+00:00,2717,6,1.5,3.178614266540679,0.0,1500.0,158.33333333333334,0,0
CustomerId_2519,26,33145.0,1274.81,1280.4,-125.0,5000.0,0,2018-12-08 12:50:38+00:00,2018-12-25 15:14:17+00:00,2715,17,1.5294117647058822,1.004384966383708,0.0,5125.0,1274.8076923076924,0,0
CustomerId_2520,11,18750.0,1704.55,2391.46,-1000.0,5250.0,0,2018-12-06 18:50:01+00:00,2018-12-12 20:00:15+00:00,2728,6,1.8333333333333333,1.4029861245472492,0.0,6250.0,1704.5454545454545,0,0
CustomerId_2522,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-18 10:50:48+00:00,2018-12-18 10:50:48+00:00,2723,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2523,5,2980.0,596.0,1142.84,-1000.0,2000.0,0,2018-11-22 21:02:40+00:00,2018-11-22 21:49:49+00:00,2748,1,5.0,1.91751677530618,0.0,3000.0,596.0,0,0
CustomerId_2525,1,20000.0,20000.0,0.0,20000.0,20000.0,0,2018-12-16 15:19:49+00:00,2018-12-16 15:19:49+00:00,2724,1,1.0,0.0,0.0,0.0,20000.0,0,0
CustomerId_2527,4,2980.0,745.0,510.0,-20.0,1000.0,0,2018-12-16 07:34:20+00:00,2019-01-03 12:17:36+00:00,2707,18,0.2222222222222222,0.6845637574703842,0.0,1020.0,745.0,0,0
CustomerId_2528,579,1281757.0,2213.74,21757.72,-5000.0,508000.0,1,2018-11-30 08:36:08+00:00,2019-01-01 19:27:55+00:00,2708,32,18.09375,9.828489339385616,0.001727115716753,513000.0,2213.742659758204,0,0
CustomerId_2529,53,117000.0,2207.55,4247.66,-5000.0,10000.0,0,2018-11-30 19:31:17+00:00,2018-12-31 19:32:19+00:00,2709,31,1.7096774193548387,1.9241512074815288,0.0,15000.0,2207.5471698113206,0,0
CustomerId_2530,12,24000.0,2000.0,3789.94,-5000.0,10000.0,0,2018-12-14 17:09:56+00:00,2018-12-14 18:08:22+00:00,2726,1,12.0,1.8949699990525148,0.0,15000.0,2000.0,0,0
CustomerId_2531,55,78365.75,1424.83,2704.02,-5000.0,10000.0,0,2018-11-15 05:50:14+00:00,2018-12-25 10:53:19+00:00,2716,40,1.375,1.8977842957420996,0.0,15000.0,1424.831818181818,0,0
CustomerId_2534,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-01 06:16:58+00:00,2018-12-01 06:16:58+00:00,2740,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2535,14,195100.0,13935.71,28474.35,-5000.0,100000.0,0,2018-11-30 04:01:23+00:00,2018-12-16 10:34:51+00:00,2725,16,0.875,2.0432651079820645,0.0,105000.0,13935.714285714286,0,0
CustomerId_2537,8,40526.0,5065.75,7327.23,-5000.0,16000.0,0,2018-11-15 06:39:10+00:00,2018-12-22 09:08:06+00:00,2719,37,0.2162162162162162,1.446425504328791,0.0,21000.0,5065.75,0,0
CustomerId_2538,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 09:35:38+00:00,2018-12-21 09:39:27+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_2543,4,9000.0,2250.0,6601.77,-5000.0,10000.0,0,2018-12-21 09:17:20+00:00,2018-12-21 09:19:51+00:00,2720,1,4.0,2.934119998695947,0.0,15000.0,2250.0,0,0
CustomerId_2544,133,173025.0,1300.94,1405.65,-250.0,9000.0,0,2018-11-16 13:29:59+00:00,2018-12-28 17:19:23+00:00,2712,42,3.1666666666666665,1.0804879540328625,0.0,9250.0,1300.93984962406,0,0
CustomerId_2548,34,39001.0,1147.09,2557.44,-5000.0,10008.0,0,2018-11-30 15:00:38+00:00,2018-12-28 19:19:05+00:00,2712,28,1.2142857142857142,2.229502478245384,0.0,15008.0,1147.0882352941176,0,0
CustomerId_2550,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 12:26:43+00:00,2018-12-28 12:29:49+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_2552,7,10504.0,1500.57,956.03,-496.0,2000.0,0,2018-11-20 03:29:24+00:00,2018-11-21 06:28:33+00:00,2750,1,7.0,0.6371112306409489,0.0,2496.0,1500.571428571429,0,0
CustomerId_2554,5,103450.0,20690.0,29119.89,-2500.0,55000.0,0,2018-12-13 13:33:39+00:00,2018-12-20 03:36:26+00:00,2721,6,0.8333333333333334,1.4074378926337632,0.0,57500.0,20690.0,0,0
CustomerId_2555,3,42500.0,14166.67,23239.69,500.0,41000.0,0,2018-11-20 17:50:45+00:00,2018-11-23 11:57:03+00:00,2748,2,1.5,1.6404483197787163,0.0,40500.0,14166.666666666666,0,0
CustomerId_2556,1,50000.0,50000.0,0.0,50000.0,50000.0,0,2018-11-18 07:53:42+00:00,2018-11-18 07:53:42+00:00,2753,1,1.0,0.0,0.0,0.0,50000.0,0,0
CustomerId_2558,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-09 04:57:39+00:00,2018-12-09 04:57:39+00:00,2732,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2564,18,84000.0,4666.67,6106.89,-5000.0,10000.0,0,2018-12-07 10:46:56+00:00,2018-12-28 14:40:34+00:00,2712,21,0.8571428571428571,1.308618350706474,0.0,15000.0,4666.666666666667,0,0
CustomerId_2569,10,5695.0,569.5,874.37,-1000.0,2000.0,0,2018-12-16 19:33:07+00:00,2018-12-17 15:57:29+00:00,2723,1,10.0,1.535329233476156,0.0,3000.0,569.5,0,0
CustomerId_2570,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-20 15:05:52+00:00,2018-12-20 15:05:52+00:00,2720,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2576,1,-5000.0,-5000.0,0.0,-5000.0,-5000.0,0,2018-12-20 20:25:06+00:00,2018-12-20 20:25:06+00:00,2720,1,1.0,0.0,0.0,0.0,-5000.0,1,1
CustomerId_2577,7,130000.0,18571.43,16681.9,5000.0,50000.0,0,2018-11-21 15:13:00+00:00,2018-11-22 11:04:18+00:00,2749,1,7.0,0.8982560847011644,0.0,45000.0,18571.42857142857,0,0
CustomerId_2580,9,22002.46,2444.72,3783.62,-1000.0,10000.0,0,2018-12-09 11:09:34+00:00,2018-12-14 08:32:18+00:00,2727,4,2.25,1.547670080194186,0.0,11000.0,2444.717777777778,0,0
CustomerId_2582,6,40000.0,6666.67,9831.92,-5000.0,20000.0,0,2018-12-14 12:31:18+00:00,2018-12-14 12:34:10+00:00,2726,1,6.0,1.4747872623851506,0.0,25000.0,6666.666666666667,0,0
CustomerId_2584,1,142000.0,142000.0,0.0,142000.0,142000.0,0,2018-12-13 06:47:15+00:00,2018-12-13 06:47:15+00:00,2728,1,1.0,0.0,0.0,0.0,142000.0,0,0
CustomerId_2588,175,403603.0,2306.3,5428.69,-5000.0,30000.0,0,2018-12-02 13:00:31+00:00,2018-12-20 16:29:12+00:00,2720,18,9.72222222222222,2.353852489982286,0.0,35000.0,2306.302857142857,0,0
CustomerId_2589,17,70000.0,4117.65,9013.69,-5000.0,20000.0,0,2018-11-23 05:09:53+00:00,2018-12-07 06:38:57+00:00,2734,14,1.2142857142857142,2.1890374358702083,0.0,25000.0,4117.64705882353,0,0
CustomerId_2595,79,149819.0,1896.44,4261.09,-1000.0,19000.0,0,2018-11-20 03:45:27+00:00,2018-12-26 06:57:32+00:00,2715,36,2.1944444444444446,2.246888906452675,0.0,20000.0,1896.443037974684,0,0
CustomerId_2596,4,375.0,93.75,821.68,-1000.0,900.0,0,2018-12-07 19:18:33+00:00,2018-12-07 19:24:20+00:00,2733,1,4.0,8.764586573177743,0.0,1900.0,93.75,1,1
CustomerId_2598,17,22670.0,1333.53,2362.46,-150.0,10000.0,0,2018-11-19 06:26:33+00:00,2018-11-19 15:49:52+00:00,2751,1,17.0,1.771583690077026,0.0,10150.0,1333.529411764706,0,0
CustomerId_2601,10,20880.0,2088.0,2354.9,-1000.0,5000.0,0,2018-11-25 18:55:37+00:00,2018-12-05 20:15:05+00:00,2735,10,1.0,1.127825669957938,0.0,6000.0,2088.0,0,0
CustomerId_2602,13,6300.0,484.62,747.81,-1000.0,2000.0,0,2018-11-22 20:02:01+00:00,2018-11-28 08:52:32+00:00,2743,5,2.6,1.5430853007653722,0.0,3000.0,484.61538461538464,0,0
CustomerId_2603,8,40000.0,5000.0,8982.36,-5000.0,20000.0,0,2018-11-23 11:44:03+00:00,2018-11-23 12:35:10+00:00,2747,1,8.0,1.7964719996407057,0.0,25000.0,5000.0,0,0
CustomerId_2605,6,29000.0,4833.33,6493.59,-5000.0,10000.0,0,2018-12-28 14:17:54+00:00,2018-12-28 14:31:22+00:00,2712,1,6.0,1.343502305585693,0.0,15000.0,4833.333333333333,0,0
CustomerId_2609,51,117730.0,2308.43,9210.75,-5000.0,60000.0,0,2018-12-15 15:25:05+00:00,2019-01-03 16:34:36+00:00,2706,19,2.6842105263157894,3.990049512443501,0.0,65000.0,2308.43137254902,0,0
CustomerId_2612,2,10500.0,5250.0,6717.51,500.0,10000.0,0,2018-12-19 10:30:31+00:00,2018-12-19 10:36:23+00:00,2722,1,2.0,1.279525714041995,0.0,9500.0,5250.0,0,0
CustomerId_2613,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-27 08:28:17+00:00,2018-12-27 08:28:17+00:00,2714,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2615,7,20930.0,2990.0,4837.74,-1000.0,10000.0,0,2019-01-02 12:13:30+00:00,2019-01-03 05:43:11+00:00,2707,1,7.0,1.617973243606029,0.0,11000.0,2990.0,0,0
CustomerId_2618,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-21 19:14:19+00:00,2018-12-21 19:17:58+00:00,2719,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_2621,1,2000.0,2000.0,0.0,2000.0,2000.0,0,2018-12-03 19:45:52+00:00,2018-12-03 19:45:52+00:00,2737,1,1.0,0.0,0.0,0.0,2000.0,0,0
CustomerId_2623,15,48548.0,3236.53,4660.64,-1000.0,15000.0,0,2018-12-27 13:07:43+00:00,2018-12-29 12:27:17+00:00,2711,1,15.0,1.4400113697571129,0.0,16000.0,3236.5333333333333,0,0
CustomerId_2625,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-11-22 20:11:41+00:00,2018-11-22 20:11:41+00:00,2748,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2626,1,2000.0,2000.0,0.0,2000.0,2000.0,0,2018-11-15 06:17:42+00:00,2018-11-15 06:17:42+00:00,2756,1,1.0,0.0,0.0,0.0,2000.0,0,0
CustomerId_2628,1,10000.0,10000.0,0.0,10000.0,10000.0,0,2018-11-21 20:23:20+00:00,2018-11-21 20:23:20+00:00,2749,1,1.0,0.0,0.0,0.0,10000.0,0,0
CustomerId_2630,5,159000.0,31800.0,44144.08,-5000.0,80000.0,0,2018-12-15 10:13:04+00:00,2018-12-17 06:50:50+00:00,2724,1,5.0,1.388178616308548,0.0,85000.0,31800.0,0,0
CustomerId_2633,8,18980.0,2372.5,3971.04,-1000.0,10000.0,0,2018-12-07 06:09:47+00:00,2018-12-13 12:37:28+00:00,2727,6,1.3333333333333333,1.6737787137307572,0.0,11000.0,2372.5,0,0
CustomerId_2634,3,7000.0,2333.33,6658.33,-2000.0,10000.0,0,2018-12-26 18:01:00+00:00,2018-12-26 18:02:20+00:00,2714,1,3.0,2.853574075311433,0.0,12000.0,2333.333333333333,0,0
CustomerId_2637,7,39000.0,5571.43,9431.46,-5000.0,20000.0,0,2018-12-21 05:15:14+00:00,2018-12-21 05:20:28+00:00,2720,1,7.0,1.6928257194844365,0.0,25000.0,5571.428571428572,0,0
CustomerId_2642,15,7630.0,508.67,717.78,-87.5,1800.0,0,2018-11-15 14:19:24+00:00,2018-12-24 17:48:33+00:00,2716,39,0.3846153846153846,1.411091667660582,0.0,1887.5,508.6666666666667,0,0
CustomerId_2643,78,237392.55,3043.49,4525.88,-5000.0,12000.0,0,2018-11-15 20:20:40+00:00,2019-01-03 12:56:11+00:00,2706,48,1.625,1.4870691208162117,0.0,17000.0,3043.4942307692304,0,0
CustomerId_2644,6,2470.0,411.67,383.06,-20.0,1000.0,0,2018-11-17 10:15:51+00:00,2018-12-16 06:29:38+00:00,2725,28,0.2142857142857142,0.930502584763275,0.0,1020.0,411.6666666666667,0,0
CustomerId_2645,2,1425.0,712.5,1113.69,-75.0,1500.0,0,2018-11-16 16:35:50+00:00,2018-11-16 16:36:24+00:00,2754,1,2.0,1.5630736820167388,0.0,1575.0,712.5,0,0
CustomerId_2647,33,30130.0,913.03,1188.91,-240.0,5000.0,0,2018-11-19 20:25:13+00:00,2018-12-26 12:26:28+00:00,2714,36,0.9166666666666666,1.3021587447267249,0.0,5240.0,913.030303030303,0,0
CustomerId_2649,256,624206.0,2438.3,6441.73,-5000.0,50000.0,0,2018-11-15 10:09:25+00:00,2018-12-31 23:04:40+00:00,2709,46,5.565217391304348,2.641893941417424,0.0,55000.0,2438.3046875,0,0
CustomerId_2652,2,2000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-10 11:30:43+00:00,2018-12-10 11:31:54+00:00,2731,1,2.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2654,11,7740.0,703.64,697.12,-100.0,2000.0,0,2018-11-22 21:14:14+00:00,2018-12-04 20:34:02+00:00,2736,11,1.0,0.9907338966080184,0.0,2100.0,703.6363636363636,0,0
CustomerId_2659,57,98240.0,1723.51,2643.19,-1000.0,10500.0,0,2018-12-18 07:41:41+00:00,2018-12-26 08:15:48+00:00,2715,8,7.125,1.5336087394134013,0.0,11500.0,1723.508771929825,0,0
CustomerId_2662,67,642543.32,9590.2,23736.42,-40000.0,115000.0,0,2018-11-16 05:06:03+00:00,2019-01-03 18:35:54+00:00,2706,48,1.3958333333333333,2.475070384092608,0.0,155000.0,9590.198805970149,0,0
CustomerId_2665,21,43600.0,2076.19,5171.9,-10000.0,10000.0,0,2018-11-30 14:39:03+00:00,2018-12-18 11:56:15+00:00,2723,17,1.2352941176470589,2.491053322436264,0.0,20000.0,2076.190476190476,0,0
CustomerId_2667,3,74000.0,24666.67,47961.79,-5000.0,80000.0,0,2018-12-14 09:45:42+00:00,2018-12-14 09:46:00+00:00,2727,1,3.0,1.944396629056764,0.0,85000.0,24666.666666666668,0,0
CustomerId_2668,4,4470.0,1117.5,867.12,-30.0,2000.0,0,2018-11-15 10:57:14+00:00,2018-11-19 12:11:13+00:00,2752,4,1.0,0.775946308030473,0.0,2030.0,1117.5,0,0
CustomerId_2669,3,990.0,330.0,294.45,-10.0,500.0,0,2018-11-26 08:30:39+00:00,2018-11-26 08:33:36+00:00,2745,1,3.0,0.8922727245688705,0.0,510.0,330.0,1,1
CustomerId_2671,3,5980.0,1993.33,2653.32,-20.0,5000.0,0,2018-11-28 14:52:25+00:00,2018-11-29 14:30:50+00:00,2741,1,3.0,1.3310992152172,0.0,5020.0,1993.3333333333333,0,0
CustomerId_2675,29,8650.0,298.28,440.42,-1000.0,1000.0,0,2018-12-04 19:37:15+00:00,2019-01-02 19:47:11+00:00,2707,29,1.0,1.4765321125233604,0.0,2000.0,298.2758620689655,0,0
CustomerId_2677,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-28 13:14:25+00:00,2018-12-28 13:19:08+00:00,2712,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_2682,8,31000.0,3875.0,5693.04,-5000.0,10000.0,0,2018-12-28 16:23:26+00:00,2019-01-03 08:40:10+00:00,2707,5,1.6,1.4691716125240848,0.0,15000.0,3875.0,0,0
CustomerId_2683,58,687136.0,11847.17,14855.54,-5000.0,80000.0,0,2018-12-08 07:29:43+00:00,2019-01-03 17:50:57+00:00,2706,26,2.230769230769231,1.2539315295337257,0.0,85000.0,11847.172413793103,0,0
CustomerId_2684,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2019-01-01 05:27:33+00:00,2019-01-01 05:27:33+00:00,2709,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2685,14,80000.0,5714.29,9019.8,-5000.0,20000.0,0,2018-11-16 03:48:53+00:00,2018-12-14 12:53:19+00:00,2726,28,0.5,1.5784638158759068,0.0,25000.0,5714.285714285715,0,0
CustomerId_2690,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-14 16:23:03+00:00,2018-12-14 16:23:03+00:00,2726,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2696,209,165990.0,794.21,1842.01,-1000.0,20000.0,0,2018-11-20 17:41:50+00:00,2018-12-31 06:40:26+00:00,2710,40,5.225,2.319298419411367,0.0,21000.0,794.2105263157895,0,0
CustomerId_2698,1,500.0,500.0,0.0,500.0,500.0,0,2018-12-30 08:19:23+00:00,2018-12-30 08:19:23+00:00,2711,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2700,1,-10000.0,-10000.0,0.0,-10000.0,-10000.0,0,2018-12-03 17:47:11+00:00,2018-12-03 17:47:11+00:00,2737,1,1.0,0.0,0.0,0.0,-10000.0,1,1
CustomerId_2703,1,500000.0,500000.0,0.0,500000.0,500000.0,1,2019-01-02 12:38:42+00:00,2019-01-02 12:38:42+00:00,2707,1,1.0,0.0,1.0,0.0,500000.0,0,0
CustomerId_2705,1,160000.0,160000.0,0.0,160000.0,160000.0,0,2018-12-15 12:19:22+00:00,2018-12-15 12:19:22+00:00,2726,1,1.0,0.0,0.0,0.0,160000.0,0,0
CustomerId_2706,104,134765.0,1295.82,4150.74,-250.0,30000.0,0,2018-11-15 13:51:40+00:00,2019-01-03 08:48:09+00:00,2707,48,2.1666666666666665,3.203176364616091,0.0,30250.0,1295.8173076923076,0,0
CustomerId_2707,4,4464.9,1116.22,894.4,-77.1,2000.0,0,2018-11-18 17:52:16+00:00,2018-11-26 19:19:47+00:00,2744,8,0.5,0.8012757334564191,0.0,2077.1,1116.225,0,0
CustomerId_2709,14,8025.0,573.21,814.12,-50.0,3000.0,0,2018-11-20 01:32:02+00:00,2018-12-01 07:44:55+00:00,2740,11,1.2727272727272727,1.420282267545433,0.0,3050.0,573.2142857142857,0,0
CustomerId_2710,129,529510.0,4104.73,13708.63,-5000.0,100000.0,0,2018-11-15 07:49:22+00:00,2018-12-31 17:06:01+00:00,2709,46,2.8043478260869565,3.339715400686594,0.0,105000.0,4104.728682170543,0,0
CustomerId_2719,1,500.0,500.0,0.0,500.0,500.0,0,2018-11-26 12:50:03+00:00,2018-11-26 12:50:03+00:00,2744,1,1.0,0.0,0.0,0.0,500.0,1,1
CustomerId_2720,6,19000.0,3166.67,7626.71,-5000.0,10000.0,0,2018-12-21 08:10:47+00:00,2018-12-21 08:23:27+00:00,2720,1,6.0,2.408432200889757,0.0,15000.0,3166.6666666666665,0,0
CustomerId_2722,4,37000.0,9250.0,17442.76,-2000.0,35000.0,0,2018-12-22 18:44:04+00:00,2018-12-30 07:12:46+00:00,2711,7,0.5714285714285714,1.885703783579924,0.0,37000.0,9250.0,0,0
CustomerId_2723,4,4890.0,1222.5,1530.59,-60.0,3000.0,0,2018-11-24 07:59:09+00:00,2018-11-25 06:00:07+00:00,2746,1,4.0,1.252016358894056,0.0,3060.0,1222.5,0,0
CustomerId_2728,461,919748.6,1995.12,5386.19,-10000.0,50000.0,0,2018-11-15 05:06:25+00:00,2019-01-03 13:14:06+00:00,2706,49,9.408163265306122,2.6996822232749498,0.0,60000.0,1995.116268980477,0,0
CustomerId_2730,1,10000.0,10000.0,0.0,10000.0,10000.0,0,2018-12-03 17:23:29+00:00,2018-12-03 17:23:29+00:00,2737,1,1.0,0.0,0.0,0.0,10000.0,0,0
CustomerId_2731,2,2000000.0,1000000.0,0.0,1000000.0,1000000.0,0,2018-12-27 21:15:05+00:00,2018-12-27 21:18:18+00:00,2713,1,2.0,0.0,0.0,0.0,1000000.0,0,0
CustomerId_2733,5,19000.0,3800.0,6685.81,-5000.0,10000.0,0,2018-12-21 14:58:55+00:00,2018-12-21 15:03:23+00:00,2719,1,5.0,1.7594236837475203,0.0,15000.0,3800.0,0,0
CustomerId_2734,4,20000.0,5000.0,9695.36,-5000.0,16000.0,0,2018-12-21 07:21:04+00:00,2018-12-21 17:08:20+00:00,2719,1,4.0,1.9390719996121857,0.0,21000.0,5000.0,0,0
CustomerId_2736,5,48000.0,9600.0,14415.27,-5000.0,25000.0,0,2018-12-28 12:09:29+00:00,2019-01-01 14:52:11+00:00,2708,4,1.25,1.5015906248435844,0.0,30000.0,9600.0,0,0
CustomerId_2739,38,340454.0,8959.32,48663.53,-5000.0,300000.0,0,2018-11-15 18:52:16+00:00,2019-01-03 17:25:28+00:00,2706,48,0.7916666666666666,5.431609764420558,0.0,305000.0,8959.315789473685,0,0
CustomerId_2740,4,3900.0,975.0,1844.59,-1000.0,3000.0,0,2018-12-22 05:43:03+00:00,2018-12-29 05:08:10+00:00,2712,6,0.6666666666666666,1.8918871775467825,0.0,4000.0,975.0,0,0
CustomerId_2741,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-12-24 22:46:43+00:00,2018-12-24 22:46:43+00:00,2716,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2742,1,1000.0,1000.0,0.0,1000.0,1000.0,0,2018-11-24 12:37:05+00:00,2018-11-24 12:37:05+00:00,2746,1,1.0,0.0,0.0,0.0,1000.0,0,0
CustomerId_2743,62,94100.0,1517.74,3632.51,-300.0,20000.0,0,2018-12-03 17:19:29+00:00,2019-01-03 16:16:05+00:00,2706,30,2.066666666666667,2.393367768923948,0.0,20300.0,1517.741935483871,0,0
